Key,Translation
"TUTORIAL_ROGUE_FUSIONS2",TUTORIAL_ROGUE_FUSIONS2
"TUTORIAL_RUMORS_DESCRIPTION2",The rumours you gather in Harbourtown are tracked in your Quest Log.

Harbourtown is the best place to stock up on supplies, so remember to check for new rumours whenever you're there!
"TUTORIAL_STATIONS1",Fast travel can be activated on the map screen anytime you’re outdoors.

At first you will only be able to travel back to the Gramophone Café. However, each station that you reopen adds a new destination for you to use.
"TUTORIAL_STATIONS2",The Mer-Line’s stations themselves seem to play host to strange beings from far away.

Thoroughly exploring these stations may yield valuable information and rewards.
"TUTORIAL_STICKERS1",The moves you have access to when using a tape in battle are determined by what stickers are attached to the tape.

You can give new moves to a tape by ‘applying’ stickers from your inventory. Moves you don’t want can be ‘peeled’ as stickers and put in your inventory.
"TUTORIAL_STICKERS2",Stickers can be used as many times as you want, but can only be applied to a single tape at a time.

Stickers can be obtained in a few ways:

- By filling tapes’ experience point bars.
- From chests or caches you find.
- From certain merchants in Harbourtown.
"TUTORIAL_TAPE_STORAGE",TUTORIAL_TAPE_STORAGE
"TYPE_CHART_ATTACKER",Attacker:
"TYPE_CHART_DEFENDER",Defender:
"TYPE_CHART_NO_REACTION",No Reaction.
"RANGER_BODYBUILDER_NAME",Ranger Jim
"RANGER_BODYBUILDER_INTRO",Hey there, champ. Are you here to work out?
"RANGER_BODYBUILDER_OPTION1",Let’s pump iron!
"RANGER_BODYBUILDER_AFTER_WORKOUT",Whew, what a workout! I can feel my muscles burning!
"RANGER_BODYBUILDER_NO_PASS1",Oh, this won’t do. Where’s your Gym Pass, champ?
"RANGER_BODYBUILDER_NOT_JOINED1",RANGER_BODYBUILDER_NOT_JOINED1
"RANGER_BODYBUILDER_NO_PASS2",Go get a Gym Pass from Wilma over there, and then I’ll give you a custom-targeted workout!
"RANGER_BODYBUILDER_EXPLANATION1",Sometimes it’s not enough just to be good at transforming – sometimes you need simply to be stronger!
"RANGER_BODYBUILDER_BYE",Catch you later champ!
"AA_CUBE_SUBTITLE",Neoplatonic Solid
"AA_LAMENTO_MORI_SUBTITLE",Dreams of Death
"AA_SERPENT_SUBTITLE",Serpent God
"AA_PUPPET_SUBTITLE",Master of Puppets
"AA_ALICE_SUBTITLE",Wonderland’s Exiled Queen
"AA_HELIA_SUBTITLE",Process of Fusion
"AA_MAMMON_SUBTITLE",Head Landkeeper
"AA_MONARCH_SUBTITLE",King of Nothing
"AA_MORGANTE_SUBTITLE",Spirit of Rebellion
"AA_ROBIN_SUBTITLE",Midsummer Night’s Dream
"AA_TOWER_SUBTITLE",Tower of Ignorance
"CAMPING_CONFIRM",Camp here?
"INTERMISSION_PART3_AMBER6_OPTION4",Goodbye!
"AMBER_LODGE_NPC1_NAME",Relaxed Man
"AMBER_LODGE_NPC1_DIALOGUE",Ms. Amber sure knows how to run this joint!
"AMBER_LODGE_NPC3_NAME",Friendly Individual
"AMBER_LODGE_NPC3_DIALOGUE",Is this your first time at the Amber Lodge?
"AMBER_LODGE_NPC4_NAME",Stern-Faced Man
"AMBER_LODGE_NPC4_DIALOGUE",The Amber Lodge really is one of a kind…
"AMBER_LODGE_NPC2_NAME",Red-Cheeked Woman
"AMBER_LODGE_NPC2_DIALOGUE",Why, I’d stay here forever if I could!
"TRAVELING_MERCHANT_NAME",Travelling Merchant
"TRAVELING_MERCHANT_PRE_TRADE",Take a look at my catalog, why don’t you?
"TRAVELING_MERCHANT_POST_TRADE2",Catch you later!
"CAPTAIN_BUFFY_NAME_SHORT",Buffy
"BATTLE_ADJECTIVE_CAPTAIN",BATTLE_ADJECTIVE_CAPTAIN
"RANGER_NAME",RANGER_NAME
"CAPTAIN_CODEY_NAME_SHORT",Codey
"CAPTAIN_CYBIL_NAME_SHORT",Cybil
"CAPTAIN_DREADFUL_NAME_SHORT",Dreadful
"CAPTAIN_GLADIOLA_NAME_SHORT",Gladiola
"CAPTAIN_HEATHER_NAME_SHORT",Heather
"CAPTAIN_JUDAS_NAME_SHORT",Judas
"CAPTAIN_LODESTEIN_NAME_SHORT",Lodestein
"CAPTAIN_SKIP_NAME_SHORT",Skip
"CAPTAIN_WALLACE_NAME_SHORT",Wallace
"KAYLEIGH_QUEST1_PART2_DOORMAN_NAME",Robed Man
"FARMER_EDWARD_NAME",Edward Piper
"FARMER_MARIS_NAME",Maris Piper
"KIRBY_NAME",Kirby
"RGBA8",RGBA8
"UI_BUTTON_NO",No
"PARTNER_LEVELUP_KAYLEIGH1",I’ve been practicing my [wave amp=30 freq=10]monster fighting skills[/wave] since we last caught up. I think you’ll be pretty impressed!
"SWAP_PARTNER_KAYLEIGH1",Right! Let’s go!
"PARTNER_LEVELUP_MEREDITH1",I’ve, uh, been training since we last hung out. You don’t have to worry about me falling behind.
"SWAP_PARTNER_MEREDITH1",Oh, are we travelling again so soon?
"PARTNER_LEVELUP_EUGENE1",I’ve been working out recently – trust me, I’m [shake rate=30 level=10]way stronger[/shake] than I was last time we fought together!
"SWAP_PARTNER_EUGENE1",Momentous!
"PARTNER_LEVELUP_FELIX1",I’ve been training in monster form recently. I gotta catch up to you, after all.
"SWAP_PARTNER_FELIX1",Huh. OK.
"PARTNER_LEVELUP_VIOLA1",You may find yourself newly impressed at my battle mastery: I have been privately honing my skills as of late.
"SWAP_PARTNER_VIOLA1",Very well! Let us travel with haste.
"PARTNER_LEVELUP_DOG1",The glint in his eye suggests that Barkley has been training recently.
"SWAP_PARTNER_DOG1",*Pant*
"NOTICEBOARD_QUEST_LOST_AND_FOUND_DELIVERED",NOTICEBOARD_QUEST_LOST_AND_FOUND_DELIVERED
"NOTICEBOARD_QUEST_LOST_AND_FOUND_UNOBTAINED",NOTICEBOARD_QUEST_LOST_AND_FOUND_UNOBTAINED
"NOTICEBOARD_QUEST_PARCEL_DELIVERY_DLG",NOTICEBOARD_QUEST_PARCEL_DELIVERY_DLG
"NOTICEBOARD_QUEST_RECRUIT_TRAINING_POST_BATTLE",NOTICEBOARD_QUEST_RECRUIT_TRAINING_POST_BATTLE
"NOTICEBOARD_QUEST_RECRUIT_TRAINING_PRE_BATTLE",NOTICEBOARD_QUEST_RECRUIT_TRAINING_PRE_BATTLE
"NOTICEBOARD_QUEST_SUPPLY_DELIVERY_DELIVERED",NOTICEBOARD_QUEST_SUPPLY_DELIVERY_DELIVERED
"NOTICEBOARD_QUEST_SUPPLY_DELIVERY_UNOBTAINED_1",NOTICEBOARD_QUEST_SUPPLY_DELIVERY_UNOBTAINED_1
"NOTICEBOARD_QUEST_SUPPLY_DELIVERY_UNOBTAINED_2",NOTICEBOARD_QUEST_SUPPLY_DELIVERY_UNOBTAINED_2
"OFFLINE_GIFTER_NPC1",OFFLINE_GIFTER_NPC1
"OFFLINE_REMATCH_NPC1",OFFLINE_REMATCH_NPC1
"BATTLE_ADJECTIVE_FRIEND",BATTLE_ADJECTIVE_FRIEND
"BATTLE_ADJECTIVE_TEAM0",BATTLE_ADJECTIVE_TEAM0
"BATTLE_ADJECTIVE_TEAM1",BATTLE_ADJECTIVE_TEAM1
"BATTLE_DEFEATED",BATTLE_DEFEATED
"BATTLE_DEFEATED_NO_TAPES",BATTLE_DEFEATED_NO_TAPES
"BATTLE_DESTROYED",BATTLE_DESTROYED
"BATTLE_DIED",BATTLE_DIED
"BATTLE_GHOST_DEFEATED",BATTLE_GHOST_DEFEATED
"BATTLE_JOINED",BATTLE_JOINED
"BATTLE_NET_CLOSED_2_LOCAL",BATTLE_NET_CLOSED_2_LOCAL
"BATTLE_NET_CLOSED_2_REMOTE",BATTLE_NET_CLOSED_2_REMOTE
"BATTLE_RESURRECTED",BATTLE_RESURRECTED
"BATTLE_SUMMON_DEFEATED",BATTLE_SUMMON_DEFEATED
"BATTLE_SWITCH_PLACES",BATTLE_SWITCH_PLACES
"BATTLE_TAPE_DEFEATED",BATTLE_TAPE_DEFEATED
"BATTLE_TAPE_SWITCHED",BATTLE_TAPE_SWITCHED
"CAMPER_NAME",CAMPER_NAME
"CAPTAIN_CLEEO_POST_REMATCH2",CAPTAIN_CLEEO_POST_REMATCH2
"CAPTAIN_CYBIL_PRE_BATTLE3",CAPTAIN_CYBIL_PRE_BATTLE3
"CAPTAIN_CYBIL_PRE_REMATCH2",CAPTAIN_CYBIL_PRE_REMATCH2
"CAPTAIN_CYBIL_PRE_REMATCH3",CAPTAIN_CYBIL_PRE_REMATCH3
"CAPTAIN_DREADFUL_INTRO3_OPTION2",CAPTAIN_DREADFUL_INTRO3_OPTION2
"CAPTAIN_LODESTEIN_FIXING_ELEVATOR",CAPTAIN_LODESTEIN_FIXING_ELEVATOR
"CAPTAIN_LODESTEIN_POST_REWARD2",CAPTAIN_LODESTEIN_POST_REWARD2
"CAPTAIN_SKIP_POST_REMATCH2",CAPTAIN_SKIP_POST_REMATCH2
"CAPTAIN_SKIP_PRE_REMATCH2",CAPTAIN_SKIP_PRE_REMATCH2
"CLUE_ACTION_DASH",CLUE_ACTION_DASH
"CLUE_ACTION_MAP_3",CLUE_ACTION_MAP_3
"COMMUNE_CULTIST_4_PRE_BATTLE1",COMMUNE_CULTIST_4_PRE_BATTLE1
"COMMUNE_CULTIST_6_FRIENDLY1",COMMUNE_CULTIST_6_FRIENDLY1
"COMMUNE_CULTIST_6_PRE_BATTLE3",COMMUNE_CULTIST_6_PRE_BATTLE3
"COMMUNE_CULTIST_MERCHANT_CLOSING_DIALOGUE",COMMUNE_CULTIST_MERCHANT_CLOSING_DIALOGUE
"CREEP_NAME",CREEP_NAME
"CULTIST_NAME",CULTIST_NAME
"DUNGEON_GRAVEYARD_GRAVE_PLAYER",DUNGEON_GRAVEYARD_GRAVE_PLAYER
"END_MIRROR_DENIAL_EUGENE1",END_MIRROR_DENIAL_EUGENE1
"END_MIRROR_DENIAL_VIOLA1",END_MIRROR_DENIAL_VIOLA1
"END_PART10_MORGANTE3",END_PART10_MORGANTE3
"END_PART11_AMBER17",END_PART11_AMBER17
"END_PART12_FELIX32",END_PART12_FELIX32
"END_PART12_FELIX33",END_PART12_FELIX33
"END_PART12_KAYLEIGH56",END_PART12_KAYLEIGH56
"EUGENE_QUEST2_PART1_EUGENE2",EUGENE_QUEST2_PART1_EUGENE2
"EUGENE_SOCIAL4_PLATONIC_EUGENE2",EUGENE_SOCIAL4_PLATONIC_EUGENE2
"FARM_INTRO_EDWARD4",FARM_INTRO_EDWARD4
"FELIX_SOCIAL4_FELIX12",FELIX_SOCIAL4_FELIX12
"FELIX_SOCIAL4_FELIX15",FELIX_SOCIAL4_FELIX15
"FELIX_SOCIAL4_FELIX7_OPTION2",FELIX_SOCIAL4_FELIX7_OPTION2
"FRANKIE_PART1_FRANKIE11_CONFIRM",FRANKIE_PART1_FRANKIE11_CONFIRM
"FRANKIE_PART1_FRANKIE15",FRANKIE_PART1_FRANKIE15
"FRANKIE_PART5_FRANKIE8",FRANKIE_PART5_FRANKIE8
"HARBOURTOWN_CHEMIST2_CLOSING",HARBOURTOWN_CHEMIST2_CLOSING
"HARBOURTOWN_EUGENE9",HARBOURTOWN_EUGENE9
"HARBOURTOWN_MERCHANT_4",HARBOURTOWN_MERCHANT_4
"HARBOURTOWN_MERCHANT_5",HARBOURTOWN_MERCHANT_5
"HARBOURTOWN_NPC_16_DIALOGUE3",HARBOURTOWN_NPC_16_DIALOGUE3
"HARBOURTOWN_NPC_1_DIALOGUE1",HARBOURTOWN_NPC_1_DIALOGUE1
"HARBOURTOWN_NPC_1_DIALOGUE2",HARBOURTOWN_NPC_1_DIALOGUE2
"HARBOURTOWN_NPC_1_DIALOGUE4",HARBOURTOWN_NPC_1_DIALOGUE4
"HARBOURTOWN_NPC_25_DIALOGUE1",HARBOURTOWN_NPC_25_DIALOGUE1
"HARBOURTOWN_NPC_2_DIALOGUE10",HARBOURTOWN_NPC_2_DIALOGUE10
"HARBOURTOWN_NPC_2_DIALOGUE7",HARBOURTOWN_NPC_2_DIALOGUE7
"HARBOURTOWN_NPC_2_DIALOGUE9",HARBOURTOWN_NPC_2_DIALOGUE9
"HISTORIAN_NAME",HISTORIAN_NAME
"HOYLAKE_PART3_HOYLAKE6",HOYLAKE_PART3_HOYLAKE6
"HOYLAKE_PART8_HOYLAKE2",HOYLAKE_PART8_HOYLAKE2
"INTERMISSION_PART3_AMBER14",INTERMISSION_PART3_AMBER14
"INTERMISSION_PART3_AMBER15",INTERMISSION_PART3_AMBER15
"INTERMISSION_PART3_AMBER4",INTERMISSION_PART3_AMBER4
"INTERMISSION_PART4_AMBER21",INTERMISSION_PART4_AMBER21
"INTERMISSION_PART4_AMBER25",INTERMISSION_PART4_AMBER25
"INTERMISSION_PART4_AMBER27",INTERMISSION_PART4_AMBER27
"INTRO_KAYLEIGH20",INTRO_KAYLEIGH20
"ITEM_TAPE_USE_ON",ITEM_TAPE_USE_ON
"ITEM_USE_ON",ITEM_USE_ON
"KAYLEIGH_QUEST2_PART2_DORIAN19",KAYLEIGH_QUEST2_PART2_DORIAN19
"KUNEKOS_RETURN_PRE_BATTLE",KUNEKOS_RETURN_PRE_BATTLE
"KUNEKOS_RETURN_TEAM_NAME",KUNEKOS_RETURN_TEAM_NAME
"LEADER_IANTHE_CAPTAINS_FINISHED_IANTHE7",LEADER_IANTHE_CAPTAINS_FINISHED_IANTHE7
"LEADER_IANTHE_FUSION_IANTHE3_OPTION2",LEADER_IANTHE_FUSION_IANTHE3_OPTION2
"LEADER_IANTHE_MENU_BATTLE_IANTHE",LEADER_IANTHE_MENU_BATTLE_IANTHE
"LEADER_IANTHE_WAY_HOME_IANTHE_A_3",LEADER_IANTHE_WAY_HOME_IANTHE_A_3
"LEADER_IANTHE_WAY_HOME_IANTHE_B_2",LEADER_IANTHE_WAY_HOME_IANTHE_B_2
"LEADER_IANTHE_WAY_HOME_IANTHE_B_3",LEADER_IANTHE_WAY_HOME_IANTHE_B_3
"LEADER_IANTHE_WAY_HOME_IANTHE_C_2",LEADER_IANTHE_WAY_HOME_IANTHE_C_2
"LENNA_ENCOUNTER_KAYLEIGH2",LENNA_ENCOUNTER_KAYLEIGH2
"LENNA_ENCOUNTER_LENNA1",LENNA_ENCOUNTER_LENNA1
"LENNA_ENCOUNTER_LENNA14",LENNA_ENCOUNTER_LENNA14
"LENNA_ENCOUNTER_LENNA2",LENNA_ENCOUNTER_LENNA2
"LENNA_ENCOUNTER_LENNA3",LENNA_ENCOUNTER_LENNA3
"LENNA_ENCOUNTER_LENNA6",LENNA_ENCOUNTER_LENNA6
"LENNA_ENCOUNTER_MEREDITH2",LENNA_ENCOUNTER_MEREDITH2
"MAGIKRAB_NEW_STATION",MAGIKRAB_NEW_STATION
"MAGIKRAB_NEW_STATION_FINAL1",MAGIKRAB_NEW_STATION_FINAL1
"MAGIKRAB_ON_ARRIVAL",MAGIKRAB_ON_ARRIVAL
"MAGIKRAB_ON_ARRIVAL_AUTUMN_HILL",MAGIKRAB_ON_ARRIVAL_AUTUMN_HILL
"MAGIKRAB_PLATFORMB_ALICE2",MAGIKRAB_PLATFORMB_ALICE2
"MAGIKRAB_PLATFORMB_ALICE4",MAGIKRAB_PLATFORMB_ALICE4
"MAGIKRAB_PLATFORMB_BABELITH2",MAGIKRAB_PLATFORMB_BABELITH2
"MAGIKRAB_PLATFORMB_DEFEATED2",MAGIKRAB_PLATFORMB_DEFEATED2
"MAGIKRAB_PLATFORMB_POPPETOX2",MAGIKRAB_PLATFORMB_POPPETOX2
"MEREDITH_CONVO4_MEREDITH7",MEREDITH_CONVO4_MEREDITH7
"MEREDITH_CONVO8_MEREDITH3",MEREDITH_CONVO8_MEREDITH3
"MEREDITH_QUEST4_PART5_POST_BATTLE_MEREDITH5",MEREDITH_QUEST4_PART5_POST_BATTLE_MEREDITH5
"MEREDITH_QUEST5_PART6A_MEREDITH12",MEREDITH_QUEST5_PART6A_MEREDITH12
"MEREDITH_ROMANCE_MEREDITH13",MEREDITH_ROMANCE_MEREDITH13
"MEREDITH_ROMANCE_MEREDITH6",MEREDITH_ROMANCE_MEREDITH6
"MEREDITH_SOCIAL2_MEREDITH22",MEREDITH_SOCIAL2_MEREDITH22
"MEREDITH_SOCIAL4_MEREDITH19_OPTION2",MEREDITH_SOCIAL4_MEREDITH19_OPTION2
"MEREDITH_SOCIAL4_PLATONIC_MEREDITH3",MEREDITH_SOCIAL4_PLATONIC_MEREDITH3
"MEREDITH_SOCIAL4_ROMANTIC_MEREDITH4",MEREDITH_SOCIAL4_ROMANTIC_MEREDITH4
"MOVE_SUMMON_SPAWNS",MOVE_SUMMON_SPAWNS
"NOTICEBOARD_QUEST_HOYLAKE_ASSISTANT_KIRBY2",NOTICEBOARD_QUEST_HOYLAKE_ASSISTANT_KIRBY2
"NOTICEBOARD_REQUIREMENT_RANGER2",NOTICEBOARD_REQUIREMENT_RANGER2
"OFFICE_1_LINE16_EUGENE",OFFICE_1_LINE16_EUGENE
"ONLINE_ALREADY_REQUESTING",ONLINE_ALREADY_REQUESTING
"ONLINE_NOTIFICATION_CONNECTED_0",ONLINE_NOTIFICATION_CONNECTED_0
"ONLINE_NOTIFICATION_PLAYER_DEFEATED",ONLINE_NOTIFICATION_PLAYER_DEFEATED
"ONLINE_NOTIFICATION_PLAYER_LEFT",ONLINE_NOTIFICATION_PLAYER_LEFT
"ONLINE_NOTIFICATION_REMASTERED",ONLINE_NOTIFICATION_REMASTERED
"ONLINE_NOTIFICATION_UNLOCKED_PARTNER",ONLINE_NOTIFICATION_UNLOCKED_PARTNER
"ONLINE_PLAYER_STATUS_1",ONLINE_PLAYER_STATUS_1
"ONLINE_REQUEST_CLOSED_COMPLETE_TRADE",ONLINE_REQUEST_CLOSED_COMPLETE_TRADE
"ONLINE_REQUEST_CLOSED_DECLINE_LOCAL",ONLINE_REQUEST_CLOSED_DECLINE_LOCAL
"ONLINE_REQUEST_CLOSED_DECLINE_LOCAL_INCOMING",ONLINE_REQUEST_CLOSED_DECLINE_LOCAL_INCOMING
"ONLINE_REQUEST_CLOSED_DECLINE_LOCAL_OUTGOING",ONLINE_REQUEST_CLOSED_DECLINE_LOCAL_OUTGOING
"ONLINE_REQUEST_CLOSED_DECLINE_REMOTE",ONLINE_REQUEST_CLOSED_DECLINE_REMOTE
"ONLINE_REQUEST_CLOSED_DECLINE_REMOTE_INCOMING",ONLINE_REQUEST_CLOSED_DECLINE_REMOTE_INCOMING
"ONLINE_REQUEST_CLOSED_DECLINE_REMOTE_OUTGOING",ONLINE_REQUEST_CLOSED_DECLINE_REMOTE_OUTGOING
"ONLINE_REQUEST_CLOSED_INCOMING",ONLINE_REQUEST_CLOSED_INCOMING
"ONLINE_REQUEST_CLOSED_OUTGOING",ONLINE_REQUEST_CLOSED_OUTGOING
"ONLINE_REQUEST_CLOSED_REASON_BUSY_LOCAL",ONLINE_REQUEST_CLOSED_REASON_BUSY_LOCAL
"ONLINE_REQUEST_CLOSED_REASON_BUSY_REMOTE",ONLINE_REQUEST_CLOSED_REASON_BUSY_REMOTE
"ONLINE_REQUEST_CLOSED_REASON_DISCONNECT_LOCAL",ONLINE_REQUEST_CLOSED_REASON_DISCONNECT_LOCAL
"ONLINE_REQUEST_CLOSED_REASON_DISCONNECT_REMOTE",ONLINE_REQUEST_CLOSED_REASON_DISCONNECT_REMOTE
"ONLINE_REQUEST_RECEIVED",ONLINE_REQUEST_RECEIVED
"ONLINE_REQUEST_RECEIVED_TRADE",ONLINE_REQUEST_RECEIVED_TRADE
"ONLINE_REQUEST_REMOTE_IS_BUSY",ONLINE_REQUEST_REMOTE_IS_BUSY
"ONLINE_REQUEST_SENT",ONLINE_REQUEST_SENT
"ONLINE_REQUEST_SENT_TRADE",ONLINE_REQUEST_SENT_TRADE
"ONLINE_REQUEST_SENT_TRADE2",ONLINE_REQUEST_SENT_TRADE2
"ONLINE_REQUEST_UI_RAID_RANDOMIZATION_ERROR",ONLINE_REQUEST_UI_RAID_RANDOMIZATION_ERROR
"ONLINE_REQUEST_UI_TRADE_RANDOMIZATION_ERROR",ONLINE_REQUEST_UI_TRADE_RANDOMIZATION_ERROR
"OVERWORLD_5_0_BATTLER_POST_BATTLE2",OVERWORLD_5_0_BATTLER_POST_BATTLE2
"OVERWORLD_5_0_BATTLER_PRE_BATTLE",OVERWORLD_5_0_BATTLER_PRE_BATTLE
"PARTNER_SWAP_CONFIRM",PARTNER_SWAP_CONFIRM
"PARTNER_UNLOCKED_OLD_PARTNER_RETURNED",PARTNER_UNLOCKED_OLD_PARTNER_RETURNED
"PASSIVE_DESTRUCTIBLE_ROCK_MEREDITH",PASSIVE_DESTRUCTIBLE_ROCK_MEREDITH
"PASSIVE_DUNGEON_MEADOW_KAYLEIGH",PASSIVE_DUNGEON_MEADOW_KAYLEIGH
"PASSIVE_EUGENEHOME_KAYLEIGH",PASSIVE_EUGENEHOME_KAYLEIGH
"PASSIVE_OVERWORLD_8_0_MEREDITH",PASSIVE_OVERWORLD_8_0_MEREDITH
"PASSIVE_OVERWORLD_MARSH_VIOLA",PASSIVE_OVERWORLD_MARSH_VIOLA
"PASSIVE_PLAYERHOME_FRIENDLY_MEREDITH",PASSIVE_PLAYERHOME_FRIENDLY_MEREDITH
"PASSIVE_PLAYERHOME_ROMANTIC_VIOLA",PASSIVE_PLAYERHOME_ROMANTIC_VIOLA
"PASSIVE_PYLON_MEREDITH",PASSIVE_PYLON_MEREDITH
"POWER_STATION_DREADFUL7",POWER_STATION_DREADFUL7
"POWER_STATION_WALLACE1",POWER_STATION_WALLACE1
"RANGER_BODYBUILDER_EXPLANATION5",RANGER_BODYBUILDER_EXPLANATION5
"RANGER_GATEKEEPER_POST_BATTLE2",RANGER_GATEKEEPER_POST_BATTLE2
"RANGER_GATEKEEPER_PRE_BATTLE2",RANGER_GATEKEEPER_PRE_BATTLE2
"RANGER_RECRUITER_NAME",RANGER_RECRUITER_NAME
"RANGER_TRADER_FUSED_MATERIAL2",RANGER_TRADER_FUSED_MATERIAL2
"RANGER_TRADER_JUST_JOINED4",RANGER_TRADER_JUST_JOINED4
"RANGER_TRADER_MENU_ALT",RANGER_TRADER_MENU_ALT
"RANGER_WANNABE_NAME",RANGER_WANNABE_NAME
"RELATIONSHIP_FUSION_STRENGTH",RELATIONSHIP_FUSION_STRENGTH
"RELATIONSHIP_UNLOCK_FUSION",RELATIONSHIP_UNLOCK_FUSION
"RELATIONSHIP_UNLOCK_FUSION_POWER",RELATIONSHIP_UNLOCK_FUSION_POWER
"RESEARCHER_NAME",RESEARCHER_NAME
"RESTING_KAYLEIGH_CONVO12_KAYLEIGH3",RESTING_KAYLEIGH_CONVO12_KAYLEIGH3
"RESTING_KAYLEIGH_CONVO16_KAYLEIGH1_OPTION2",RESTING_KAYLEIGH_CONVO16_KAYLEIGH1_OPTION2
"RESTING_KAYLEIGH_CONVO1_KAYLEIGH2",RESTING_KAYLEIGH_CONVO1_KAYLEIGH2
"RESTING_KAYLEIGH_CONVO22_KAYLEIGH2",RESTING_KAYLEIGH_CONVO22_KAYLEIGH2
"RESTING_KAYLEIGH_SOCIAL3_KAYLEIGH4",RESTING_KAYLEIGH_SOCIAL3_KAYLEIGH4
"RESTING_KAYLEIGH_SOCIAL3_KAYLEIGH5",RESTING_KAYLEIGH_SOCIAL3_KAYLEIGH5
"RESTING_KAYLEIGH_SOCIAL3_ROMANTIC_KAYLEIGH2_OPTION2",RESTING_KAYLEIGH_SOCIAL3_ROMANTIC_KAYLEIGH2_OPTION2
"RETROSPECTIVE_ALEPH_EUGENE9",RETROSPECTIVE_ALEPH_EUGENE9
"RETROSPECTIVE_ALEPH_KNOWN_MEREDITH9",RETROSPECTIVE_ALEPH_KNOWN_MEREDITH9
"RETROSPECTIVE_ALEPH_MEREDITH9",RETROSPECTIVE_ALEPH_MEREDITH9
"RETROSPECTIVE_CLUE1_MEREDITH2",RETROSPECTIVE_CLUE1_MEREDITH2
"RETROSPECTIVE_CLUE4_EUGENE1",RETROSPECTIVE_CLUE4_EUGENE1
"RETROSPECTIVE_CLUE5_EUGENE1",RETROSPECTIVE_CLUE5_EUGENE1
"RETROSPECTIVE_CLUE8_MEREDITH1",RETROSPECTIVE_CLUE8_MEREDITH1
"RETROSPECTIVE_CLUE8_VIOLA1",RETROSPECTIVE_CLUE8_VIOLA1
"RETROSPECTIVE_CLUE9_EUGENE1",RETROSPECTIVE_CLUE9_EUGENE1
"RETROSPECTIVE_MIRROR_ENTERED_EUGENE1",RETROSPECTIVE_MIRROR_ENTERED_EUGENE1
"RETROSPECTIVE_MIRROR_ENTERED_KAYLEIGH1",RETROSPECTIVE_MIRROR_ENTERED_KAYLEIGH1
"RETROSPECTIVE_MIRROR_ENTERED_MEREDITH1",RETROSPECTIVE_MIRROR_ENTERED_MEREDITH1
"RETROSPECTIVE_MIRROR_POSTINT_KAYLEIGH1",RETROSPECTIVE_MIRROR_POSTINT_KAYLEIGH1
"RETROSPECTIVE_MIRROR_POSTINT_MEREDITH1",RETROSPECTIVE_MIRROR_POSTINT_MEREDITH1
"RETROSPECTIVE_MIRROR_PREINT_VIOLA1",RETROSPECTIVE_MIRROR_PREINT_VIOLA1
"RETROSPECTIVE_NEXT_EUGENE1",RETROSPECTIVE_NEXT_EUGENE1
"ROCKER_NAME",ROCKER_NAME
"SOLDIER_NAME",SOLDIER_NAME
"STAT_ADJUST_MENU_EXPLANATION",STAT_ADJUST_MENU_EXPLANATION
"TAMER_NAME",TAMER_NAME
"TRAVELER_NAME",TRAVELER_NAME
"TREASURE_SEEKER_NAME",TREASURE_SEEKER_NAME
"TUTORIAL1_PART2_KAYLEIGH11",TUTORIAL1_PART2_KAYLEIGH11
"TUTORIAL4_PART3C_KAYLEIGH5",TUTORIAL4_PART3C_KAYLEIGH5
"TUTORIAL4_PART3D_KAYLEIGH27",TUTORIAL4_PART3D_KAYLEIGH27
"TUTORIAL_DEMO",TUTORIAL_DEMO
"UI_CC_VALUE_PRONOUN",UI_CC_VALUE_PRONOUN
"VIN_PART3_VIN8",VIN_PART3_VIN8
"VIN_PART4_VIN5",VIN_PART4_VIN5
"VIN_TOWN_HALL_INTERACT1",VIN_TOWN_HALL_INTERACT1
"VIOLA_QUEST4_PRE_BATTLE_VIOLA19_OPTION2",VIOLA_QUEST4_PRE_BATTLE_VIOLA19_OPTION2
"VIOLA_SOCIAL2_VIOLA2_OPTION2",VIOLA_SOCIAL2_VIOLA2_OPTION2
"VIOLA_SOCIAL3_VIOLA3",VIOLA_SOCIAL3_VIOLA3
"VIOLA_SOCIAL4_ROMANTIC_VIOLA4",VIOLA_SOCIAL4_ROMANTIC_VIOLA4
"VIOLA_SOCIAL4_ROMANTIC_VIOLA7",VIOLA_SOCIAL4_ROMANTIC_VIOLA7
"VIOLA_SOCIAL4_VIOLA11_OPTION2",VIOLA_SOCIAL4_VIOLA11_OPTION2
"VIOLA_SOCIAL4_VIOLA3_OPTION2",VIOLA_SOCIAL4_VIOLA3_OPTION2
"WORKING_OVERTIME_COMPLETE_RANGER4",WORKING_OVERTIME_COMPLETE_RANGER4
"CULTIST_ENCOUNTER_KAYLEIGH1",…
"CULTIST_ENCOUNTER_KAYLEIGH1_OPTION1",That person seemed pretty weird.
"CULTIST_ENCOUNTER_KAYLEIGH2",Let’s… [pause]talk about it another time, OK?
"OUTSKIRTS_CAKE_GIFTER3",OUTSKIRTS_CAKE_GIFTER3
"TUTORIAL_RUMORS_TITLE",Tutorial: Rumours
"END_MIRROR_REVEAL_PLAYER1",Huh. A mirror. I wonder if this is like in the Amber Lodge...
"END_MIRROR_REVEAL_KAYLEIGH1",Is this...
"END_MIRROR_REVEAL_MEREDITH1",This… [pause]Seems like a pretty significant find. 
"END_MIRROR_REVEAL_EUGENE1",Whoa.
"END_MIRROR_REVEAL_FELIX1",...Cool.
